node_id,entity_type,entity_name,component_id,num_neighbors,connected_claim_count,total_connected_claim_amount,fraud_claim_count,avg_claim_to_vehicle_ratio,degree_centrality,betweenness_centrality,eigenvector_centrality,kmeans_cluster
CLA_000039,Claimant,Claimant_39,COMP_0011,3,1,5926.78,0,0.14,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000040,Vehicle,Vehicle_40,COMP_0011,1,1,5926.78,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000041,Address,Address_41,COMP_0011,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000042,Phone,Phone_42,COMP_0011,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000043,RepairShop,RepairShop_43,COMP_0011,1,1,5926.78,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000044,Broker,Broker_44,COMP_0011,1,1,5926.78,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000045,Adjuster,Adjuster_45,COMP_0012,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000046,Claimant,Claimant_46,COMP_0013,3,1,5346.36,0,0.1,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000047,Vehicle,Vehicle_47,COMP_0013,1,1,5346.36,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000048,Address,Address_48,COMP_0013,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000049,Phone,Phone_49,COMP_0013,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000050,RepairShop,RepairShop_50,COMP_0013,1,1,5346.36,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000051,Broker,Broker_51,COMP_0013,1,1,5346.36,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000052,Adjuster,Adjuster_52,COMP_0014,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000053,Claimant,Claimant_53,COMP_0015,3,1,8049.42,0,0.24,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000054,Vehicle,Vehicle_54,COMP_0015,1,1,8049.42,0,0.24,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000055,Address,Address_55,COMP_0015,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000056,Phone,Phone_56,COMP_0015,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000057,RepairShop,RepairShop_57,COMP_0015,1,1,8049.42,0,0.24,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000058,Broker,Broker_58,COMP_0015,1,1,8049.42,0,0.24,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000059,Adjuster,Adjuster_59,COMP_0016,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000060,Claimant,Claimant_60,COMP_0017,3,1,5823.45,0,0.11,0.0003604902667627974,0.0,3.2588490856651205e-79,0
VEH_000061,Vehicle,Vehicle_61,COMP_0017,1,1,5823.45,0,0.11,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADD_000062,Address,Address_62,COMP_0017,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
PHO_000063,Phone,Phone_63,COMP_0017,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
REP_000064,RepairShop,RepairShop_64,COMP_0017,1,1,5823.45,0,0.11,0.0001201634222542658,0.0,2.2482732988560345e-79,0
BRO_000065,Broker,Broker_65,COMP_0017,1,1,5823.45,0,0.11,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADJ_000066,Adjuster,Adjuster_66,COMP_0018,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
MED_000067,MedicalClinic,MedicalClinic_67,COMP_0017,1,1,5823.45,0,0.11,0.0001201634222542658,0.0,2.2482732988560345e-79,0
WIT_000068,Witness,Witness_68,COMP_0017,1,1,5823.45,0,0.11,0.0001201634222542658,0.0,2.2482732988560345e-79,0
CLA_000069,Claimant,Claimant_69,COMP_0019,3,1,6902.01,0,0.14,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000070,Vehicle,Vehicle_70,COMP_0019,1,1,6902.01,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000071,Address,Address_71,COMP_0019,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000072,Phone,Phone_72,COMP_0019,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000073,RepairShop,RepairShop_73,COMP_0019,1,1,6902.01,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000074,Broker,Broker_74,COMP_0019,1,1,6902.01,0,0.14,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000075,Adjuster,Adjuster_75,COMP_0020,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000076,Claimant,Claimant_76,COMP_0021,3,1,8141.08,0,0.24,0.0003604902667627974,0.0,8.813669724541576e-82,0
VEH_000077,Vehicle,Vehicle_77,COMP_0021,1,1,8141.08,0,0.24,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADD_000078,Address,Address_78,COMP_0021,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
PHO_000079,Phone,Phone_79,COMP_0021,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
REP_000080,RepairShop,RepairShop_80,COMP_0021,1,1,8141.08,0,0.24,0.0001201634222542658,0.0,5.644170118516875e-82,0
BRO_000081,Broker,Broker_81,COMP_0021,1,1,8141.08,0,0.24,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADJ_000082,Adjuster,Adjuster_82,COMP_0022,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
WIT_000083,Witness,Witness_83,COMP_0021,1,1,8141.08,0,0.24,0.0001201634222542658,0.0,5.644170118516875e-82,0
CLA_000084,Claimant,Claimant_84,COMP_0023,3,1,4140.35,0,0.08,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000085,Vehicle,Vehicle_85,COMP_0023,1,1,4140.35,0,0.08,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000086,Address,Address_86,COMP_0023,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000087,Phone,Phone_87,COMP_0023,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000088,RepairShop,RepairShop_88,COMP_0023,1,1,4140.35,0,0.08,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000089,Broker,Broker_89,COMP_0023,1,1,4140.35,0,0.08,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000090,Adjuster,Adjuster_90,COMP_0024,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000091,Claimant,Claimant_91,COMP_0025,3,1,12163.03,0,0.54,0.0003604902667627974,0.0,3.2588490856651205e-79,0
VEH_000092,Vehicle,Vehicle_92,COMP_0025,1,1,12163.03,0,0.54,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADD_000093,Address,Address_93,COMP_0025,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
PHO_000094,Phone,Phone_94,COMP_0025,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
REP_000095,RepairShop,RepairShop_95,COMP_0025,1,1,12163.03,0,0.54,0.0001201634222542658,0.0,2.2482732988560345e-79,0
BRO_000096,Broker,Broker_96,COMP_0025,1,1,12163.03,0,0.54,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADJ_000097,Adjuster,Adjuster_97,COMP_0026,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
MED_000098,MedicalClinic,MedicalClinic_98,COMP_0025,1,1,12163.03,0,0.54,0.0001201634222542658,0.0,2.2482732988560345e-79,0
WIT_000099,Witness,Witness_99,COMP_0025,1,1,12163.03,0,0.54,0.0001201634222542658,0.0,2.2482732988560345e-79,0
CLA_000100,Claimant,Claimant_100,COMP_0027,3,1,8813.65,0,0.49,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000101,Vehicle,Vehicle_101,COMP_0027,1,1,8813.65,0,0.49,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000102,Address,Address_102,COMP_0027,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000103,Phone,Phone_103,COMP_0027,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000104,RepairShop,RepairShop_104,COMP_0027,1,1,8813.65,0,0.49,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000105,Broker,Broker_105,COMP_0027,1,1,8813.65,0,0.49,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000106,Adjuster,Adjuster_106,COMP_0028,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000107,Claimant,Claimant_107,COMP_0029,3,1,6289.57,0,0.16,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000108,Vehicle,Vehicle_108,COMP_0029,1,1,6289.57,0,0.16,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000109,Address,Address_109,COMP_0029,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000110,Phone,Phone_110,COMP_0029,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000111,RepairShop,RepairShop_111,COMP_0029,1,1,6289.57,0,0.16,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000112,Broker,Broker_112,COMP_0029,1,1,6289.57,0,0.16,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000113,Adjuster,Adjuster_113,COMP_0030,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000114,Claimant,Claimant_114,COMP_0031,3,1,3880.12,0,0.13,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000115,Vehicle,Vehicle_115,COMP_0031,1,1,3880.12,0,0.13,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000116,Address,Address_116,COMP_0031,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000117,Phone,Phone_117,COMP_0031,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000118,RepairShop,RepairShop_118,COMP_0031,1,1,3880.12,0,0.13,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000119,Broker,Broker_119,COMP_0031,1,1,3880.12,0,0.13,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000120,Adjuster,Adjuster_120,COMP_0032,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000121,Claimant,Claimant_121,COMP_0033,3,1,5584.18,0,0.1,0.0003604902667627974,0.0,8.813669724541576e-82,0
VEH_000122,Vehicle,Vehicle_122,COMP_0033,1,1,5584.18,0,0.1,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADD_000123,Address,Address_123,COMP_0033,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
PHO_000124,Phone,Phone_124,COMP_0033,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
REP_000125,RepairShop,RepairShop_125,COMP_0033,1,1,5584.18,0,0.1,0.0001201634222542658,0.0,5.644170118516875e-82,0
BRO_000126,Broker,Broker_126,COMP_0033,1,1,5584.18,0,0.1,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADJ_000127,Adjuster,Adjuster_127,COMP_0034,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
WIT_000128,Witness,Witness_128,COMP_0033,1,1,5584.18,0,0.1,0.0001201634222542658,0.0,5.644170118516875e-82,0
CLA_000129,Claimant,Claimant_129,COMP_0035,3,1,11343.75,0,0.19,0.0003604902667627974,0.0,3.2588490856651205e-79,0
VEH_000130,Vehicle,Vehicle_130,COMP_0035,1,1,11343.75,0,0.19,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADD_000131,Address,Address_131,COMP_0035,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
PHO_000132,Phone,Phone_132,COMP_0035,1,0,0.0,0,0.0,0.0001201634222542658,0.0,1.2832213329815905e-79,0
REP_000133,RepairShop,RepairShop_133,COMP_0035,1,1,11343.75,0,0.19,0.0001201634222542658,0.0,2.2482732988560345e-79,0
BRO_000134,Broker,Broker_134,COMP_0035,1,1,11343.75,0,0.19,0.0001201634222542658,0.0,2.2482732988560345e-79,0
ADJ_000135,Adjuster,Adjuster_135,COMP_0036,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
MED_000136,MedicalClinic,MedicalClinic_136,COMP_0035,1,1,11343.75,0,0.19,0.0001201634222542658,0.0,2.2482732988560345e-79,0
WIT_000137,Witness,Witness_137,COMP_0035,1,1,11343.75,0,0.19,0.0001201634222542658,0.0,2.2482732988560345e-79,0
CLA_000138,Claimant,Claimant_138,COMP_0037,3,1,5107.32,0,0.18,0.0003604902667627974,0.0,8.813669724541576e-82,0
VEH_000139,Vehicle,Vehicle_139,COMP_0037,1,1,5107.32,0,0.18,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADD_000140,Address,Address_140,COMP_0037,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
PHO_000141,Phone,Phone_141,COMP_0037,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
REP_000142,RepairShop,RepairShop_142,COMP_0037,1,1,5107.32,0,0.18,0.0001201634222542658,0.0,5.644170118516875e-82,0
BRO_000143,Broker,Broker_143,COMP_0037,1,1,5107.32,0,0.18,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADJ_000144,Adjuster,Adjuster_144,COMP_0038,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
MED_000145,MedicalClinic,MedicalClinic_145,COMP_0037,1,1,5107.32,0,0.18,0.0001201634222542658,0.0,5.644170118516875e-82,0
CLA_000146,Claimant,Claimant_146,COMP_0039,3,1,6835.83,0,0.12,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000147,Vehicle,Vehicle_147,COMP_0039,1,1,6835.83,0,0.12,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000148,Address,Address_148,COMP_0039,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000149,Phone,Phone_149,COMP_0039,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000150,RepairShop,RepairShop_150,COMP_0039,1,1,6835.83,0,0.12,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000151,Broker,Broker_151,COMP_0039,1,1,6835.83,0,0.12,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000152,Adjuster,Adjuster_152,COMP_0040,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000153,Claimant,Claimant_153,COMP_0041,3,1,12668.69,0,0.27,0.0003604902667627974,0.0,8.813669724541576e-82,0
VEH_000154,Vehicle,Vehicle_154,COMP_0041,1,1,12668.69,0,0.27,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADD_000155,Address,Address_155,COMP_0041,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
PHO_000156,Phone,Phone_156,COMP_0041,1,0,0.0,0,0.0,0.0001201634222542658,0.0,3.7373066986512065e-82,0
REP_000157,RepairShop,RepairShop_157,COMP_0041,1,1,12668.69,0,0.27,0.0001201634222542658,0.0,5.644170118516875e-82,0
BRO_000158,Broker,Broker_158,COMP_0041,1,1,12668.69,0,0.27,0.0001201634222542658,0.0,5.644170118516875e-82,0
ADJ_000159,Adjuster,Adjuster_159,COMP_0042,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
TOW_000160,TowTruckCompany,TowTruckCompany_160,COMP_0041,1,1,12668.69,0,0.27,0.0001201634222542658,0.0,5.644170118516875e-82,0
CLA_000161,Claimant,Claimant_161,COMP_0043,3,1,17084.59,0,0.33,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000162,Vehicle,Vehicle_162,COMP_0043,1,1,17084.59,0,0.33,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000163,Address,Address_163,COMP_0043,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000164,Phone,Phone_164,COMP_0043,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000165,RepairShop,RepairShop_165,COMP_0043,1,1,17084.59,0,0.33,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000166,Broker,Broker_166,COMP_0043,1,1,17084.59,0,0.33,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000167,Adjuster,Adjuster_167,COMP_0044,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000168,Claimant,Claimant_168,COMP_0045,3,1,7944.98,0,0.18,0.0003604902667627974,0.0,7.600997611744878e-77,0
VEH_000169,Vehicle,Vehicle_169,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
ADD_000170,Address,Address_170,COMP_0045,1,0,0.0,0,0.0,0.0001201634222542658,0.0,2.7994302191581133e-77,0
PHO_000171,Phone,Phone_171,COMP_0045,1,0,0.0,0,0.0,0.0001201634222542658,0.0,2.7994302191581133e-77,0
REP_000172,RepairShop,RepairShop_172,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
BRO_000173,Broker,Broker_173,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
ADJ_000174,Adjuster,Adjuster_174,COMP_0046,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
MED_000175,MedicalClinic,MedicalClinic_175,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
LAW_000176,Lawyer,Lawyer_176,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
TOW_000177,TowTruckCompany,TowTruckCompany_177,COMP_0045,1,1,7944.98,0,0.18,0.0001201634222542658,0.0,5.5389499826740855e-77,0
CLA_000178,Claimant,Claimant_178,COMP_0047,3,1,2953.54,0,0.1,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000179,Vehicle,Vehicle_179,COMP_0047,1,1,2953.54,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000180,Address,Address_180,COMP_0047,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000181,Phone,Phone_181,COMP_0047,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000182,RepairShop,RepairShop_182,COMP_0047,1,1,2953.54,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000183,Broker,Broker_183,COMP_0047,1,1,2953.54,0,0.1,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000184,Adjuster,Adjuster_184,COMP_0048,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000185,Claimant,Claimant_185,COMP_0049,3,1,8522.53,0,0.19,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000186,Vehicle,Vehicle_186,COMP_0049,1,1,8522.53,0,0.19,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000187,Address,Address_187,COMP_0049,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000188,Phone,Phone_188,COMP_0049,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000189,RepairShop,RepairShop_189,COMP_0049,1,1,8522.53,0,0.19,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000190,Broker,Broker_190,COMP_0049,1,1,8522.53,0,0.19,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000191,Adjuster,Adjuster_191,COMP_0050,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000192,Claimant,Claimant_192,COMP_0051,3,1,2715.79,0,0.09,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000193,Vehicle,Vehicle_193,COMP_0051,1,1,2715.79,0,0.09,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000194,Address,Address_194,COMP_0051,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000195,Phone,Phone_195,COMP_0051,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000196,RepairShop,RepairShop_196,COMP_0051,1,1,2715.79,0,0.09,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000197,Broker,Broker_197,COMP_0051,1,1,2715.79,0,0.09,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000198,Adjuster,Adjuster_198,COMP_0052,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
CLA_000199,Claimant,Claimant_199,COMP_0053,3,1,3396.97,0,0.22,0.0003604902667627974,0.0,1.6243850680911052e-84,0
VEH_000200,Vehicle,Vehicle_200,COMP_0053,1,1,3396.97,0,0.22,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADD_000201,Address,Address_201,COMP_0053,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
PHO_000202,Phone,Phone_202,COMP_0053,1,0,0.0,0,0.0,0.0001201634222542658,0.0,7.467311857769567e-85,0
REP_000203,RepairShop,RepairShop_203,COMP_0053,1,1,3396.97,0,0.22,0.0001201634222542658,0.0,9.378391563300083e-85,0
BRO_000204,Broker,Broker_204,COMP_0053,1,1,3396.97,0,0.22,0.0001201634222542658,0.0,9.378391563300083e-85,0
ADJ_000205,Adjuster,Adjuster_205,COMP_0054,0,0,0.0,0,0.0,0.0,0.0,8.279493291131326e-142,0
